ZIP,City,State,County
42211,Linton,KY,Trigg
42211,Maggie,KY,Trigg
42211,MapleGrove,KY,Trigg
42211,Montgomery,KY,Trigg
42211,RoaringSpring,KY,Trigg
42211,Rockcastle,KY,Trigg
42211,TriggFurnace,KY,Trigg
42214,Center,KY,Metcalfe
42215,Cerulean,KY,Trigg
42216,Clifty,KY,Todd
42217,Crofton,KY,Christian
42219,Dunbar,KY,Butler
42220,Elkton,KY,Todd
42221,Fairview,KY,Christian
42223,FortCampbell,KY,Christian
42232,Gracey,KY,Christian
42234,Guthrie,KY,Todd
42234,Hadensville,KY,Todd
42234,Herman,KY,Todd
42234,TinyTown,KY,Todd
42235,Hadley,KY,Warren
42236,Herndon,KY,Christian
42240,Hopkinsville,KY,Christian
42241,Hopkinsville,KY,Christian
42250,Huff,KY,Edmonson
42251,Huntsville,KY,Butler
42251,Morgantown,KY,Butler
42252,Jetson,KY,Butler
42252,Monford,KY,Butler
42254,LaFayette,KY,Christian
42256,Lewisburg,KY,Logan
42257,Lindseyville,KY,Edmonson
42259,MammothCave,KY,Edmonson
42259,MammothCaveNationalPark,KY,Edmonson
42259,Ollie,KY,Edmonson
42261,Logansport,KY,Butler
42261,Morgantown,KY,Butler
42262,OakGrove,KY,Christian
42265,Olmstead,KY,Logan
42266,Pembroke,KY,Christian
42266,StElmo,KY,Christian
42267,Provo,KY,Butler
42268,Quality,KY,Butler
42270,Richardsville,KY,Warren
42273,Rochester,KY,Butler
42274,BlueLevel,KY,Warren
42274,Browning,KY,Warren
42274,Cavehill,KY,Warren
42274,Petros,KY,Warren
42274,Rockfield,KY,Warren
42275,BigReady,KY,Edmonson
42275,Region,KY,Edmonson
42275,Roundhill,KY,Edmonson
42275,Threlkel,KY,Edmonson
42276,CaveSpring,KY,Logan
42276,Cooperstown,KY,Logan
42276,Daysville,KY,Logan
42276,Gordonsville,KY,Logan
42276,Oakville,KY,Logan
42276,Russellville,KY,Logan
42280,SharonGrove,KY,Todd
42283,SouthUnion,KY,Logan
42284,Sunfish,KY,Edmonson
42285,Kyrock,KY,Edmonson
42285,Sweeden,KY,Edmonson
42286,Trenton,KY,Todd
42287,WelchsCreek,KY,Butler
42288,Woodbury,KY,Butler
42301,BirkCity,KY,Daviess
42301,BrownwoodManor,KY,Daviess
42301,Dermont,KY,Daviess
42301,Ensor,KY,Daviess
42301,Greenbriar,KY,Daviess
42301,Moseleyville,KY,Daviess
42301,Newman,KY,Daviess
42301,OakRidge,KY,Daviess
42301,Owensboro,KY,Daviess
42302,Owensboro,KY,Daviess
42303,Owensboro,KY,Daviess
42304,Owensboro,KY,Daviess
42320,BeaverDam,KY,Ohio
42320,CoolSprings,KY,Ohio
42320,Echols,KY,Ohio
42320,Horton,KY,Ohio
42320,Nineteen,KY,Ohio
42320,Prentiss,KY,Ohio
42320,Render,KY,Ohio
42320,Schultztown,KY,Ohio
42320,TaylorMines,KY,Ohio
42321,BeechCreek,KY,Muhlenberg
42322,BeechGrove,KY,Mclean
42323,Beechmont,KY,Muhlenberg
42324,Belton,KY,Muhlenberg
42325,Bremen,KY,Muhlenberg
42326,Browder,KY,Muhlenberg
42327,Calhoun,KY,Mclean
42328,Centertown,KY,Ohio
42330,CentralCity,KY,Muhlenberg
42330,CentralCty,KY,Muhlenberg
42332,Cleaton,KY,Muhlenberg
42333,Cromwell,KY,Ohio
42334,Curdsville,KY,Daviess
42337,Drakesboro,KY,Muhlenberg
42338,Dundee,KY,Ohio
42339,Dunmor,KY,Muhlenberg
42343,Fordsville,KY,Ohio
42343,Trisler,KY,Ohio
42343,Yeaman,KY,Ohio
42344,Graham,KY,Muhlenberg
42345,Greenville,KY,Muhlenberg
42347,Hartford,KY,Ohio
42348,ArringtonCorner,KY,Hancock
42348,Hawesville,KY,Hancock
42349,HorseBranch,KY,Ohio
42350,Island,KY,Mclean
42351,Lewisport,KY,Hancock
42352,Livermore,KY,Mclean
42352,Nuckols,KY,Mclean
42354,McHenry,KY,Ohio
42354,Mchenry,KY,Ohio
42355,Maceo,KY,Daviess
42356,MapleMount,KY,Daviess
42358,Narrows,KY,Ohio
42361,Olaton,KY,Ohio
42364,Pellville,KY,Hancock
42365,Penrod,KY,Muhlenberg
42366,Philpot,KY,Daviess
42367,Powderly,KY,Muhlenberg
42368,ReynoldsStation,KY,Ohio
42369,Rockport,KY,Ohio
42370,Rosine,KY,Ohio
42371,Rumsey,KY,Mclean
42372,Sacramento,KY,Mclean
42373,SaintJoseph,KY,Daviess
42374,SCarrollton,KY,Muhlenberg
42374,SouthCarrollton,KY,Muhlenberg
42375,Stanley,KY,Daviess
42376,Bra#1,KY,Daviess
42376,Utica,KY,Daviess
42377,WestLouisville,KY,Daviess
42378,Whitesville,KY,Daviess
42402,Baskett,KY,Henderson
42403,Blackford,KY,Webster
42404,Clay,KY,Webster
42406,Corydon,KY,Henderson
42406,Geneva,KY,Henderson
42408,Beulah,KY,Hopkins
42408,Carbondale,KY,Hopkins
42408,Charleston,KY,Hopkins
42408,DawsonSprings,KY,Hopkins
42409,Dixon,KY,Webster
42410,Earlington,KY,Hopkins
42411,Fredonia,KY,Caldwell
42413,Hanson,KY,Hopkins
42420,Henderson,KY,Henderson
42431,Madisonville,KY,Hopkins
42436,Manitou,KY,Hopkins
42437,Boxville,KY,Union
42437,GroveCenter,KY,Union
42437,Henshaw,KY,Union
42437,Morganfield,KY,Union
42437,Morganfld,KY,Union
42437,Pride,KY,Union
42437,SpringGrove,KY,Union
42440,MortonsGap,KY,Hopkins
42441,Nebo,KY,Hopkins
42442,Nortonville,KY,Hopkins
42444,Poole,KY,Webster
42445,Princeton,KY,Caldwell
42450,Providence,KY,Webster
42451,Reed,KY,Henderson
42452,Robards,KY,Henderson
42453,SaintCharles,KY,Hopkins
42455,Sebree,KY,Webster
42456,Slaughters,KY,Webster
42457,SmithMills,KY,Henderson
42458,Spottsville,KY,Henderson
42459,Sturgis,KY,Union
42460,Sullivan,KY,Union
42461,Uniontown,KY,Union
42462,Waverly,KY,Union
42463,Wheatcroft,KY,Webster
42464,WhitePlains,KY,Hopkins
